Part Type,Part Number,Schematic Part,Part Value,"Capacitance @ Vr, F",Current - Average Rectified (Io),Current - Reverse Leakage @ Vr,Reverse Recovery Time (trr),Speed,Voltage - DC Reverse (Vr) (Max),Voltage - Forward (Vf) (Max) @ If,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE,RB168MM-40TR,diodes\Diode,,,1A,550nA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,650mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB168MM-40/rb168mm-40-e,DIODE SCHOTTKY 40V 1A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,MBR140ESFT1G,diodes\Diode,,,1A,30µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,560mV @ 1A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/MBR140ESF-D.PDF,DIODE SCHOTTKY 40V 1A SOD123FL,Surface Mount,,2,-55°C ~ 175°C,,ON Semiconductor,,,
DIODE,RBR3MM30ATFTR,diodes\Diode,,,3A,100µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,510mV @ 3A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR3MM30ATF/rbr3mm30atftr-e,DIODE (RECTIFIER FRD) 30V-VR 3A-,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RBR3MM60ATR,diodes\Diode,,,3A,100µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,660mV @ 3A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR3MM60A/rbr3mm60a-e,DIODE SCHOTTKY 60V 3A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB162MM-40TFTR,diodes\Diode,,,1A,100µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,550mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB162MM-40TF/rb162mm-40tftr-e,RB162MM-40TF IS THE HIGH RELIABI,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RBR3MM60BTFTR,diodes\Diode,,,3A,120µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,610mV @ 3A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR3MM60BTF/rbr3mm60btftr-e,DIODE (RECTIFIER FRD) 60V-VR 3A-,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RBR1MM30ATFTR,diodes\Diode,,,1A,50µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,480mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR1MM30ATF/rbr1mm30atftr-e,DIODE (RECTIFIER FRD) 30V-VR 1A-,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RBR1MM60ATFTR,diodes\Diode,,,1A,75µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,530mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR1MM60ATF/rbr1mm60atftr-e,DIODE (RECTIFIER FRD) 60V-VR 1A-,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,SL16PL-TP,diodes\Diode,,,1A,200µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,550mV @ 1A,,,SOD-123F,,,,https://www.mccsemi.com/pdf/Products/SL14PL-SL110PL(SOD-123FL)-B.pdf,DIODE SCHOTTKY 1A 60V SOD-123FL,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,"CRS11(TE85L,Q,M)",diodes\Diode,,,1A,1.5mA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,360mV @ 1A,,,SOD-123F,,,,http://toshiba.semicon-storage.com/info/docget.jsp?did=3172&prodName=CRS11,DIODE SCHOTTKY 30V 1A SFLAT,Surface Mount,,2,-40°C ~ 125°C,,Toshiba Semiconductor and Storage,,,
DIODE,RB168MM150TR,diodes\Diode,,,1A,4µA @ 150V,,"Fast Recovery =< 500ns, > 200mA (Io)",150V,840mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB168MM150/rb168mm150-e,DIODE SCHOTTKY 150V 1A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB068MM-60TR,diodes\Diode,,,2A,1.5µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,765mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB068MM-60/rb068mm-60-e,DIODE SCHOTTKY 60V 2A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,"PMEG3005EH,115",diodes\Diode,,"70pF @ 1V, 1MHz",500mA (DC),150µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,430mV @ 500mA,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/PMEGXX05EH_EJ_SER.pdf,DIODE SCHOTTKY 30V 500MA SOD123F,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,B140S1F-7,diodes\Diode,,"50pF @ 4V, 1MHz",1A,200µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,500mV @ 1A,,,SOD-123F,,,,https://www.diodes.com/assets/Datasheets/B140S1F.pdf,DIODE SCHOTTKY 40V 1A SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Diodes Incorporated,,,
DIODE,RB162MM-40TR,diodes\Diode,,,1A,100µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,550mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB162MM-40/rb162mm-40-e,DIODE SCHOTTKY 40V 1A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,NRVTS245ESFT3G,diodes\Diode,,,2A,75µA @ 45V,,"Fast Recovery =< 500ns, > 200mA (Io)",45V,650mV @ 2A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/NRVTS245ESF-D.PDF,DIODE SCHOTTKY 45V 2A SOD123FL,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,SS14FL,diodes\Diode,,,1A,30µA @ 40V,5.695ns,"Fast Recovery =< 500ns, > 200mA (Io)",40V,550mV @ 1A,,,SOD-123F,,,,https://www.onsemi.com/pub/Collateral/SS14FL-D.PDF,DIODE SCHOTTKY 40V 1A SOD123F,Surface Mount,,2,-55°C ~ 125°C,,ON Semiconductor,,,
DIODE,SS24FL,diodes\Diode,,,2A,100µA @ 40V,9.495ns,"Fast Recovery =< 500ns, > 200mA (Io)",40V,550mV @ 2A,,,SOD-123F,,,,https://www.onsemi.com/pub/Collateral/SS26FL-D.PDF,DIODE SCHOTTKY 40V 2A SOD123F,Surface Mount,,2,-55°C ~ 125°C,,ON Semiconductor,,,
DIODE,SMD26PL-TP,diodes\Diode,,"210pF @ 4V, 1MHz",2A,500µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,700mV @ 2A,,,SOD-123F,,,,https://www.mccsemi.com/pdf/Products/SMD22PL-SMD210PL(SOD-123FL).pdf,DIODE SCHOTTKY 60V 2A SOD123FL,Surface Mount,,2,-65°C ~ 125°C,,Micro Commercial Co,,,
DIODE,"PMEG3010EH,115",diodes\Diode,,"70pF @ 1V, 1MHz",1A (DC),150µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,560mV @ 1A,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/PMEG3010EH_EJ_ET.pdf,DIODE SCHOTTKY 30V 1A SOD123F,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,"BAT54H,115",diodes\Diode,,"10pF @ 1V, 1MHz",200mA (DC),2µA @ 25V,,"Small Signal =< 200mA (Io), Any Speed",30V,800mV @ 100mA,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/BAT54H.pdf,DIODE SCHOTTKY 30V 200MA SOD123F,Surface Mount,,2,125°C (Max),,Nexperia USA Inc.,,,
DIODE,MBR2H200SFT3G,diodes\Diode,,,2A,200µA @ 200V,,"Fast Recovery =< 500ns, > 200mA (Io)",200V,940mV @ 2A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/MBR2H200SF-D.PDF,DIODE SCHOTTKY 200V 2A SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE,SS13FL,diodes\Diode,,,1A,30µA @ 30V,5.875ns,"Fast Recovery =< 500ns, > 200mA (Io)",30V,550mV @ 1A,,,SOD-123F,,,,https://www.onsemi.com/pub/Collateral/SS14FL-D.PDF,DIODE SCHOTTKY 30V 1A SOD123F,Surface Mount,,2,-55°C ~ 125°C,,ON Semiconductor,,,
DIODE,RB162MM-30TR,diodes\Diode,,,1A,100µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,520mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB162MM-30/rb162mm-30-e,DIODE SCHOTTKY 30V 1A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RBR2MM40BTFTR,diodes\Diode,,,2A,80µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,550mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR2MM40BTF/rbr2mm40btftr-e,DIODE (RECTIFIER FRD) 40V-VR 2A-,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,NTS245SFT3G,diodes\Diode,,,2A,90µA @ 45V,,"Fast Recovery =< 500ns, > 200mA (Io)",45V,630mV @ 2A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/NTS245SF-D.PDF,DIODE SCHOTTKY 45V 2A SOD123FL,Surface Mount,,2,-65°C ~ 150°C,,ON Semiconductor,,,
DIODE,RB160MM-30TR,diodes\Diode,,,1A,50µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,480mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB160MM-30/rb160mm-30-e,DIODE SCHOTTKY 30V 1A PMDU,Surface Mount,,2,125°C (Max),,Rohm Semiconductor,,,
DIODE,RBR1MM30ATR,diodes\Diode,,,1A,50µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,480mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR1MM30A/rbr1mm30atr-e,DIODE SCHOTTKY 30V 1A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,"PMEG2015EH,115",diodes\Diode,,"50pF @ 1V, 1MHz",1.5A (DC),70µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,660mV @ 1.5A,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/PMEG2015EH_EJ.pdf,DIODE SCHOTTKY 20V 1.5A SOD123F,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,RBR3MM60ATFTR,diodes\Diode,,,3A,100µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,660mV @ 3A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR3MM60ATF/rbr3mm60atftr-e,DIODE (RECTIFIER FRD) 60V-VR 3A-,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB068MM100TR,diodes\Diode,,,2A,400nA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,870mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB068MM100/rb068mm100tr-e,DIODE SCHOTTKY 100V 2A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RBR2MM30ATR,diodes\Diode,,,2A,50µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,530mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR2MM30A/rbr2mm30atr-e,DIODE SCHOTTKY 30V 2A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RBR2MM60ATR,diodes\Diode,,,2A,75µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,650mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR2MM60A/rbr2mm60a-e,DIODE SCHOTTKY 60V 2A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,"CRS04(TE85L,Q,M)",diodes\Diode,,"47pF @ 10V, 1MHz",1A,100µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,510mV @ 1A,,,SOD-123F,,,,https://toshiba.semicon-storage.com/info/docget.jsp?did=3161&prodName=CRS04,DIODE SCHOTTKY 40V 1A SFLAT,Surface Mount,,2,-40°C ~ 150°C,,Toshiba Semiconductor and Storage,,,
DIODE,SDM160S1FQ-7,diodes\Diode,,"48pF @ 10V, 1MHz",1A,60µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,530mV @ 1A,,,SOD-123F,,,,https://www.diodes.com/assets/Datasheets/SDM160S1FQ.pdf,DIODE SCHOTTKY 60V 1A SOD123F,Surface Mount,,2,-55°C ~ 175°C,,Diodes Incorporated,,,
DIODE,"CRS09(TE85L,Q,M)",diodes\Diode,,"90pF @ 10V, 1MHz",1.5A,50µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,460mV @ 1.5A,,,SOD-123F,,,,http://toshiba.semicon-storage.com/info/docget.jsp?did=3170&prodName=CRS09,DIODE SCHOTTKY 30V 1.5A SFLAT,Surface Mount,,2,-40°C ~ 150°C,,Toshiba Semiconductor and Storage,,,
DIODE,"CRS08(TE85L,Q,M)",diodes\Diode,,"90pF @ 10V, 1MHz",1.5A,1mA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,360mV @ 1.5A,,,SOD-123F,,,,"//media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/CRS08_Nov1,2013.pdf",DIODE SCHOTTKY 30V 1.5A SFLAT,Surface Mount,,2,-40°C ~ 125°C,,Toshiba Semiconductor and Storage,,,
DIODE,CMMSH1-100G TR PBFREE,diodes\Diode,,,1A,500µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,850mV @ 1A,,,SOD-123F,,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMMSH1-40.PDF,DIODE SCHOTTKY 100V 1A SOD123F,Surface Mount,,2,-65°C ~ 125°C,,Central Semiconductor Corp,,,
DIODE,RB168MM-60TR,diodes\Diode,,,1A,1.5µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,680mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB168MM-60/rb168mm-60-e,DIODE SCHOTTKY 60V 1A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB051MM-2YTR,diodes\Diode,,,3A,900µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,460mV @ 3A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB051MM-2Y/rb051mm-2y-e,DIODE SCHOTTKY 20V 3A PMDU,Surface Mount,,2,125°C (Max),,Rohm Semiconductor,,,
DIODE,CMMSH1-40L,diodes\Diode,,"70pF @ 10V, 1MHz",1A,500µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,450mV @ 1A,,,SOD-123F,,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMMSH1-40L.PDF,DIODE SCHOTTKY 40V 1A SOD123F,Surface Mount,,2,-55°C ~ 125°C,,Central Semiconductor Corp,,,
DIODE,RSX101MM-30TFTR,diodes\Diode,,,1A,200µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,390mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RSX101MM-30TF/rsx101mm-30tftr-e,RSX101MM-30TF IS THE HIGH RELIAB,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB160MM-90TFTR,diodes\Diode,,,1A,100µA @ 90V,,"Fast Recovery =< 500ns, > 200mA (Io)",90V,730mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB160MM-90TF/rb160mm-90tftr-e,RB160MM-90TF IS THE HIGH RELIABI,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,CMMSH1-20G TR PBFREE,diodes\Diode,,,1A,500µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,450mV @ 1A,,,SOD-123F,,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMMSH1-40.PDF,DIODE SCHOTTKY 20V 1A SOD123F,Surface Mount,,2,,,Central Semiconductor Corp,,,
DIODE,NRVTS260ESFT3G,diodes\Diode,,,2A,12µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,650mV @ 2A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/NTS260ESF-D.PDF,DIODE SCHOTTKY 60V 2A SOD123FL,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,RB162MM-60TR,diodes\Diode,,,1A,100µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,650mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB162MM-60/rb162mm-60-e,DIODE SCHOTTKY 60V 1A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB162MM-60TFTR,diodes\Diode,,,1A,100µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,650mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB162MM-60TF/rb162mm-60tftr-e,RB162MM-60TF IS THE HIGH RELIABI,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,NTS260ESFT3G,diodes\Diode,,,2A,12µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,650mV @ 2A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/NTS260ESF-D.PDF,DIODE SCHOTTKY 60V 2A SOD123FL,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,RBR2MM30BTFTR,diodes\Diode,,,2A,80µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,490mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR2MM30BTF/rbr2mm30btftr-e,DIODE (RECTIFIER FRD) 30V-VR 2A-,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RBR2MM60BTFTR,diodes\Diode,,,2A,100µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,580mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR2MM60BTF/rbr2mm60btftr-e,DIODE (RECTIFIER FRD) 60V-VR 2A-,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,CMMSH1-40G TR PBFREE,diodes\Diode,,"60pF @ 4V, 1MHz",1A,500µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,550mV @ 1A,,,SOD-123F,,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMMSH1-40.PDF,DIODE SCHOTTKY 40V 1A SOD123F,Surface Mount,,2,-65°C ~ 125°C,,Central Semiconductor Corp,,,
DIODE,SDM1100S1F-7,diodes\Diode,,,1A,5µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,820mV @ 1A,,,SOD-123F,,,,https://www.diodes.com/assets/Datasheets/SDM1100S1F.pdf,DIODE SCHOTTKY 100V 1A SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Diodes Incorporated,,,
DIODE,DSS15UTR,diodes\Diode,,"110pF @ 4V, 1MHz",1A,100µA @ 50V,,"Fast Recovery =< 500ns, > 200mA (Io)",50V,670mV @ 1A,,,SOD-123F,,,,http://www.smc-diodes.com/propdf/DSS12U%20THRU%20DSS125U%20N1873%20REV.A.pdf,SCHOTTKY 50V SOD-123FL,Surface Mount,,2,-55°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,DSS13UTR,diodes\Diode,,"110pF @ 4V, 1MHz",1A,100µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,500mV @ 1A,,,SOD-123F,,,,http://www.smc-diodes.com/propdf/DSS12U%20THRU%20DSS125U%20N1873%20REV.A.pdf,SCHOTTKY 30V SOD-123FL,Surface Mount,,2,-55°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,DSS16UTR,diodes\Diode,,"110pF @ 4V, 1MHz",1A,100µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,670mV @ 1A,,,SOD-123F,,,,http://www.smc-diodes.com/propdf/DSS12U%20THRU%20DSS125U%20N1873%20REV.A.pdf,SCHOTTKY 60V SOD-123FL,Surface Mount,,2,-55°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,DSS12UTR,diodes\Diode,,"110pF @ 4V, 1MHz",1A,100µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,500mV @ 1A,,,SOD-123F,,,,http://www.smc-diodes.com/propdf/DSS12U%20THRU%20DSS125U%20N1873%20REV.A.pdf,SCHOTTKY 20V SOD-123FL,Surface Mount,,2,-55°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,DSS14UTR,diodes\Diode,,"110pF @ 4V, 1MHz",1A,100µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,500mV @ 1A,,,SOD-123F,,,,http://www.smc-diodes.com/propdf/DSS12U%20THRU%20DSS125U%20N1873%20REV.A.pdf,SCHOTTKY 40V SOD-123FL,Surface Mount,,2,-55°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,DSS110UTR,diodes\Diode,,"80pF @ 4V, 1MHz",1A,50µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,800mV @ 1A,,,SOD-123F,,,,http://www.smc-diodes.com/propdf/DSS12U%20THRU%20DSS125U%20N1873%20REV.A.pdf,SCHOTTKY 100V SOD-123FL,Surface Mount,,2,-55°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,DSS18UTR,diodes\Diode,,"80pF @ 4V, 1MHz",1A,50µA @ 80V,,"Fast Recovery =< 500ns, > 200mA (Io)",80V,800mV @ 1A,,,SOD-123F,,,,http://www.smc-diodes.com/propdf/DSS12U%20THRU%20DSS125U%20N1873%20REV.A.pdf,SCHOTTKY 80V SOD-123FL,Surface Mount,,2,-55°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,DSS120UTR,diodes\Diode,,"80pF @ 4V, 1MHz",1A,50µA @ 200V,,"Fast Recovery =< 500ns, > 200mA (Io)",200V,900mV @ 1A,,,SOD-123F,,,,http://www.smc-diodes.com/propdf/DSS12U%20THRU%20DSS125U%20N1873%20REV.A.pdf,SCHOTTKY 200V SOD-123FL,Surface Mount,,2,-55°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,NRVB1H100SFT3G,diodes\Diode,,,1A,40µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,760mV @ 1A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/MBR1H100SF-D.PDF,DIODE SCHOTTKY 100V 1A SOD123,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,"PMEG4010EH,115",diodes\Diode,,"50pF @ 1V, 1MHz",1A (DC),100µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,640mV @ 1A,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/PMEG4010EH_EJ_ET.pdf,DIODE SCHOTTKY 40V 1A SOD123F,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,NRVTS245ESFT1G,diodes\Diode,,,2A,75µA @ 45V,,"Fast Recovery =< 500ns, > 200mA (Io)",45V,650mV @ 2A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/NRVTS245ESF-D.PDF,DIODE SCHOTTKY 45V 2A SOD123FL,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,NTS245SFT1G,diodes\Diode,,,2A,120µA @ 45V,,"Fast Recovery =< 500ns, > 200mA (Io)",45V,630mV @ 2A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/NTS245SF-D.PDF,DIODE SCHOTTKY 45V 2A SOD123FL,Surface Mount,,2,-65°C ~ 150°C,,ON Semiconductor,,,
DIODE,B160S1F-7,diodes\Diode,,"45pF @ 4V, 1MHz",1A,200µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,650mV @ 1A,,,SOD-123F,,,,https://www.diodes.com/assets/Datasheets/B160S1F.pdf,DIODE SCHOTTKY 60V 1A SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Diodes Incorporated,,,
DIODE,"PMEG3010CEH,115",diodes\Diode,,"100pF @ 1V, 1MHz",1A (DC),50µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,520mV @ 1A,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/PMEG3010CEH_PMEG3010CEJ.pdf,DIODE SCHOTTKY 30V 1A SOD123F,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,"BAS40H,115",diodes\Diode,,,120mA (DC),10µA @ 40V,,"Small Signal =< 200mA (Io), Any Speed",40V,1V @ 40mA,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/BAS40_1PSXXSB4X_SER.pdf,DIODE SCHOTTKY 40V 120MA SOD123F,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,"BAS70H,115",diodes\Diode,,,70mA (DC),10µA @ 70V,,"Small Signal =< 200mA (Io), Any Speed",70V,1V @ 15mA,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/BAS70_1PS7XSB70_SER.pdf,DIODE SCHOTTKY 70V 70MA SOD123F,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,MBR140SFT3G,diodes\Diode,,,1A,500µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,550mV @ 1A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/MBR140SFT1-D.PDF,DIODE SCHOTTKY 40V 1A SOD123FL,Surface Mount,,2,-55°C ~ 125°C,,ON Semiconductor,,,
DIODE,SS26FL,diodes\Diode,,,2A,40µA @ 60V,8.26ns,"Fast Recovery =< 500ns, > 200mA (Io)",60V,700mV @ 2A,,,SOD-123F,,,,https://www.onsemi.com/pub/Collateral/SS26FL-D.PDF,DIODE SCHOTTKY 60V 2A SOD123F,Surface Mount,,2,-55°C ~ 125°C,,ON Semiconductor,,,
DIODE,MBR1020VL,diodes\Diode,,,1A,600µA @ 20V,12.4ns,"Fast Recovery =< 500ns, > 200mA (Io)",20V,340mV @ 1A,,,SOD-123F,,,,https://www.onsemi.cn/PowerSolutions/document/MBR1020VL-D.PDF,DIODE SCHOTTKY 20V 1A SOD123F,Surface Mount,,2,-55°C ~ 125°C,,ON Semiconductor,,,
DIODE,RBS1MM40ATR,diodes\Diode,,,1A,400µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,380mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBS1MM40A/rbs1mm40atr-e,RBS1MM40A IS SUPER LOW VF,Surface Mount,,2,125°C (Max),,Rohm Semiconductor,,,
